month_start,station_id,district_id,case_count,serious_case_count
2025-02-01,7,1,12,9
2025-03-01,7,1,23,6
2025-04-01,7,1,17,5
2025-05-01,7,1,17,6
2025-06-01,7,1,15,4
2025-07-01,7,1,9,5
2025-08-01,7,1,20,6
2025-09-01,7,1,18,8
2025-10-01,7,1,21,6
2025-11-01,7,1,20,9
2025-12-01,7,1,21,7
2026-01-01,7,1,16,4
2026-02-01,7,1,18,8
2026-03-01,7,1,25,11
2026-04-01,7,1,20,7
2026-05-01,7,1,30,10
2026-06-01,7,1,14,4
2022-01-01,8,1,25,5
2022-02-01,8,1,17,5
2022-03-01,8,1,23,12
2022-04-01,8,1,25,14
2022-05-01,8,1,23,12
2022-06-01,8,1,23,11
2022-07-01,8,1,15,2
2022-08-01,8,1,20,6
2022-09-01,8,1,12,6
2022-10-01,8,1,18,4
2022-11-01,8,1,28,12
2022-12-01,8,1,17,5
2023-01-01,8,1,16,3
2023-02-01,8,1,15,4
2023-03-01,8,1,19,7
2023-04-01,8,1,27,9
2023-05-01,8,1,17,8
2023-06-01,8,1,18,9
2023-07-01,8,1,23,7
2023-08-01,8,1,15,2
2023-09-01,8,1,16,6
2023-10-01,8,1,23,13
2023-11-01,8,1,19,9
2023-12-01,8,1,28,5
2024-01-01,8,1,24,12
2024-02-01,8,1,33,13
2024-03-01,8,1,20,10
2024-04-01,8,1,17,6
2024-05-01,8,1,18,12
2024-06-01,8,1,17,6
2024-07-01,8,1,17,7
2024-08-01,8,1,20,8
2024-09-01,8,1,18,7
2024-10-01,8,1,22,7
2024-11-01,8,1,24,13
2024-12-01,8,1,18,12
2025-01-01,8,1,14,6
2025-02-01,8,1,16,8
2025-03-01,8,1,15,6
2025-04-01,8,1,21,7
2025-05-01,8,1,20,9
2025-06-01,8,1,18,5
2025-07-01,8,1,21,6
2025-08-01,8,1,25,13
2025-09-01,8,1,22,9
2025-10-01,8,1,23,4
2025-11-01,8,1,14,4
2025-12-01,8,1,21,4
2026-01-01,8,1,23,6
2026-02-01,8,1,23,10
2026-03-01,8,1,24,8
2026-04-01,8,1,18,10
2026-05-01,8,1,20,7
2026-06-01,8,1,17,4
2022-01-01,9,1,24,6
2022-02-01,9,1,17,5
2022-03-01,9,1,20,9
2022-04-01,9,1,29,9
2022-05-01,9,1,20,3
2022-06-01,9,1,18,10
2022-07-01,9,1,18,9
2022-08-01,9,1,9,1
2022-09-01,9,1,23,5
2022-10-01,9,1,19,9
2022-11-01,9,1,11,3
2022-12-01,9,1,16,4
2023-01-01,9,1,26,9
2023-02-01,9,1,19,11
2023-03-01,9,1,17,10
2023-04-01,9,1,23,8
2023-05-01,9,1,17,6
2023-06-01,9,1,17,5
2023-07-01,9,1,18,6
2023-08-01,9,1,14,6
2023-09-01,9,1,16,8
2023-10-01,9,1,13,3
2023-11-01,9,1,24,10
2023-12-01,9,1,24,11
2024-01-01,9,1,20,6
2024-02-01,9,1,21,9
2024-03-01,9,1,21,7
2024-04-01,9,1,27,13
2024-05-01,9,1,10,3
2024-06-01,9,1,11,6
2024-07-01,9,1,17,7
2024-08-01,9,1,23,13
2024-09-01,9,1,12,6
2024-10-01,9,1,21,10
2024-11-01,9,1,16,6
2024-12-01,9,1,24,10
2025-01-01,9,1,17,7
2025-02-01,9,1,18,7
2025-03-01,9,1,16,4
2025-04-01,9,1,18,5
2025-05-01,9,1,11,3
2025-06-01,9,1,17,6
2025-07-01,9,1,22,8
2025-08-01,9,1,24,13
2025-09-01,9,1,16,4
2025-10-01,9,1,13,9
2025-11-01,9,1,30,9
2025-12-01,9,1,24,6
2026-01-01,9,1,17,5
2026-02-01,9,1,17,8
2026-03-01,9,1,9,5
2026-04-01,9,1,21,8
2026-05-01,9,1,17,5
2026-06-01,9,1,23,9
2022-01-01,10,1,11,4
2022-02-01,10,1,13,4
2022-03-01,10,1,15,8
2022-04-01,10,1,12,5
2022-05-01,10,1,23,12
2022-06-01,10,1,18,6
2022-07-01,10,1,15,5
2022-08-01,10,1,20,6
2022-09-01,10,1,28,13
2022-10-01,10,1,20,7
2022-11-01,10,1,21,9
2022-12-01,10,1,15,6
2023-01-01,10,1,18,4
2023-02-01,10,1,14,6
2023-03-01,10,1,20,4
2023-04-01,10,1,14,6
2023-05-01,10,1,24,7
2023-06-01,10,1,27,15
2023-07-01,10,1,17,9
2023-08-01,10,1,8,0
2023-09-01,10,1,8,3
2023-10-01,10,1,16,3
2023-11-01,10,1,19,8
2023-12-01,10,1,24,8
2024-01-01,10,1,31,18
2024-02-01,10,1,14,6
2024-03-01,10,1,23,4
2024-04-01,10,1,23,13
2024-05-01,10,1,14,9
2024-06-01,10,1,16,6
2024-07-01,10,1,14,5
2024-08-01,10,1,16,5
2024-09-01,10,1,27,11
2024-10-01,10,1,14,7
2024-11-01,10,1,17,8
2024-12-01,10,1,18,9
2025-01-01,10,1,21,6
2025-02-01,10,1,12,3
2025-03-01,10,1,24,14
2025-04-01,10,1,32,14
2025-05-01,10,1,16,4
2025-06-01,10,1,21,9
2025-07-01,10,1,14,6
2025-08-01,10,1,16,5
2025-09-01,10,1,19,5
2025-10-01,10,1,25,10
2025-11-01,10,1,18,6
2025-12-01,10,1,20,8
2026-01-01,10,1,20,6
2026-02-01,10,1,19,6
2026-03-01,10,1,14,8
2026-04-01,10,1,16,10
2026-05-01,10,1,19,5
2026-06-01,10,1,21,10
2022-01-01,11,1,15,6
2022-02-01,11,1,9,4
2022-03-01,11,1,23,10
2022-04-01,11,1,20,9
2022-05-01,11,1,18,7
2022-06-01,11,1,12,5
2022-07-01,11,1,30,13
2022-08-01,11,1,18,5
2022-09-01,11,1,13,4
2022-10-01,11,1,25,12
2022-11-01,11,1,18,7
2022-12-01,11,1,13,6
2023-01-01,11,1,16,6
2023-02-01,11,1,12,6
2023-03-01,11,1,17,6
2023-04-01,11,1,21,4
2023-05-01,11,1,20,6
2023-06-01,11,1,19,8
2023-07-01,11,1,35,18
2023-08-01,11,1,20,5
2023-09-01,11,1,22,8
2023-10-01,11,1,20,11
2023-11-01,11,1,8,4
2023-12-01,11,1,16,8
2024-01-01,11,1,21,8
2024-02-01,11,1,13,7
2024-03-01,11,1,24,12
2024-04-01,11,1,21,12
2024-05-01,11,1,22,6
2024-06-01,11,1,21,6
2024-07-01,11,1,21,10
2024-08-01,11,1,14,5
2024-09-01,11,1,20,12
2024-10-01,11,1,18,7
2024-11-01,11,1,17,3
2024-12-01,11,1,18,7
2025-01-01,11,1,17,8
2025-02-01,11,1,21,8
2025-03-01,11,1,31,15
2025-04-01,11,1,12,3
2025-05-01,11,1,24,12
2025-06-01,11,1,16,3
2025-07-01,11,1,15,1
2025-08-01,11,1,19,13
2025-09-01,11,1,16,2
2025-10-01,11,1,17,2
2025-11-01,11,1,28,7
2025-12-01,11,1,19,5
2026-01-01,11,1,16,6
2026-02-01,11,1,21,9
2026-03-01,11,1,24,12
2026-04-01,11,1,23,4
2026-05-01,11,1,19,8
2026-06-01,11,1,19,6
2022-01-01,12,1,14,5
2022-02-01,12,1,17,9
2022-03-01,12,1,19,7
2022-04-01,12,1,15,5
2022-05-01,12,1,14,5
2022-06-01,12,1,21,10
2022-07-01,12,1,25,7
2022-08-01,12,1,17,5
2022-09-01,12,1,28,9
2022-10-01,12,1,13,4
2022-11-01,12,1,15,7
2022-12-01,12,1,19,8
2023-01-01,12,1,15,5
2023-02-01,12,1,13,7
2023-03-01,12,1,17,3
2023-04-01,12,1,19,6
2023-05-01,12,1,17,7
2023-06-01,12,1,18,8
2023-07-01,12,1,20,7
2023-08-01,12,1,16,7
2023-09-01,12,1,18,8
2023-10-01,12,1,14,3
2023-11-01,12,1,22,11
2023-12-01,12,1,28,12
2024-01-01,12,1,18,6
2024-02-01,12,1,16,6
2024-03-01,12,1,19,5
2024-04-01,12,1,17,5
2024-05-01,12,1,19,7
2024-06-01,12,1,20,9
2024-07-01,12,1,21,12
2024-08-01,12,1,15,7
2024-09-01,12,1,21,10
2024-10-01,12,1,24,7
2024-11-01,12,1,17,6
2024-12-01,12,1,15,6
2025-01-01,12,1,18,5
2025-02-01,12,1,8,3
2025-03-01,12,1,19,5
2025-04-01,12,1,21,6
2025-05-01,12,1,19,5
2025-06-01,12,1,19,8
2025-07-01,12,1,23,12
2025-08-01,12,1,20,3
2025-09-01,12,1,16,5
2025-10-01,12,1,17,7
2025-11-01,12,1,20,7
2025-12-01,12,1,22,10
2026-01-01,12,1,21,10
2026-02-01,12,1,14,9
2026-03-01,12,1,21,8
2026-04-01,12,1,15,7
2026-05-01,12,1,20,6
2026-06-01,12,1,22,10
2022-01-01,13,1,20,13
2022-02-01,13,1,29,10
2022-03-01,13,1,14,3
2022-04-01,13,1,31,16
2022-05-01,13,1,15,7
2022-06-01,13,1,17,9
2022-07-01,13,1,10,6
2022-08-01,13,1,17,7
2022-09-01,13,1,22,4
2022-10-01,13,1,22,9
2022-11-01,13,1,20,9
2022-12-01,13,1,20,7
2023-01-01,13,1,19,10
2023-02-01,13,1,11,4
2023-03-01,13,1,17,6
2023-04-01,13,1,11,6
2023-05-01,13,1,15,7
2023-06-01,13,1,20,5
2023-07-01,13,1,24,13
2023-08-01,13,1,15,5
2023-09-01,13,1,20,8
2023-10-01,13,1,17,6
2023-11-01,13,1,15,5
2023-12-01,13,1,26,12
2024-01-01,13,1,19,3
2024-02-01,13,1,21,12
2024-03-01,13,1,17,1
2024-04-01,13,1,11,4
2024-05-01,13,1,22,14
2024-06-01,13,1,23,12
2024-07-01,13,1,20,8
2024-08-01,13,1,13,4
2024-09-01,13,1,18,7
2024-10-01,13,1,20,4
2024-11-01,13,1,8,6
2024-12-01,13,1,13,5
2025-01-01,13,1,19,10
2025-02-01,13,1,12,5
2025-03-01,13,1,22,10
2025-04-01,13,1,21,7
2025-05-01,13,1,18,12
2025-06-01,13,1,20,7
2025-07-01,13,1,24,9
2025-08-01,13,1,19,8
2025-09-01,13,1,15,7
2025-10-01,13,1,22,12
2025-11-01,13,1,19,9
2025-12-01,13,1,16,9
2026-01-01,13,1,19,8
2026-02-01,13,1,21,9
2026-03-01,13,1,21,4
2026-04-01,13,1,16,10
2026-05-01,13,1,28,12
2026-06-01,13,1,25,11
2022-01-01,14,1,25,8
2022-02-01,14,1,11,4
2022-03-01,14,1,17,4
2022-04-01,14,1,18,3
2022-05-01,14,1,13,7
2022-06-01,14,1,27,14
2022-07-01,14,1,12,4
2022-08-01,14,1,16,8
2022-09-01,14,1,10,2
2022-10-01,14,1,19,6
2022-11-01,14,1,22,8
2022-12-01,14,1,17,5
2023-01-01,14,1,16,10
2023-02-01,14,1,29,9
2023-03-01,14,1,18,8
2023-04-01,14,1,22,8
2023-05-01,14,1,19,7
2023-06-01,14,1,15,6
2023-07-01,14,1,23,13
2023-08-01,14,1,22,11
2023-09-01,14,1,23,6
2023-10-01,14,1,12,4
2023-11-01,14,1,24,9
2023-12-01,14,1,18,7
2024-01-01,14,1,20,5
2024-02-01,14,1,22,11
2024-03-01,14,1,15,9
2024-04-01,14,1,22,13
2024-05-01,14,1,22,8
2024-06-01,14,1,19,9
2024-07-01,14,1,14,6
2024-08-01,14,1,12,5
2024-09-01,14,1,17,7
2024-10-01,14,1,19,7
2024-11-01,14,1,11,4
2024-12-01,14,1,13,3
2025-01-01,14,1,20,7
2025-02-01,14,1,15,7
2025-03-01,14,1,24,10
2025-04-01,14,1,25,6
2025-05-01,14,1,13,6
2025-06-01,14,1,12,7
2025-07-01,14,1,11,1
2025-08-01,14,1,21,5
2025-09-01,14,1,16,1
2025-10-01,14,1,23,8
2025-11-01,14,1,10,3
2025-12-01,14,1,13,6
2026-01-01,14,1,16,9
2026-02-01,14,1,14,4
2026-03-01,14,1,28,9
2026-04-01,14,1,35,9
2026-05-01,14,1,14,5
2026-06-01,14,1,21,7
2022-01-01,15,1,22,8
2022-02-01,15,1,8,5
2022-03-01,15,1,23,5
2022-04-01,15,1,20,11
2022-05-01,15,1,24,6
2022-06-01,15,1,25,8
2022-07-01,15,1,23,9
2022-08-01,15,1,20,6
2022-09-01,15,1,25,9
2022-10-01,15,1,11,3
2022-11-01,15,1,15,7
2022-12-01,15,1,15,5
2023-01-01,15,1,17,7
2023-02-01,15,1,16,8
2023-03-01,15,1,18,9
2023-04-01,15,1,23,7
2023-05-01,15,1,30,11
2023-06-01,15,1,13,4
2023-07-01,15,1,22,10
2023-08-01,15,1,17,7
2023-09-01,15,1,23,11
2023-10-01,15,1,21,6
2023-11-01,15,1,20,6
2023-12-01,15,1,17,6
2024-01-01,15,1,15,7
2024-02-01,15,1,17,7
2024-03-01,15,1,15,5
2024-04-01,15,1,14,9
2024-05-01,15,1,11,8
2024-06-01,15,1,21,5
2024-07-01,15,1,16,5
2024-08-01,15,1,15,7
2024-09-01,15,1,21,6
2024-10-01,15,1,25,10
2024-11-01,15,1,15,2
2024-12-01,15,1,15,7
2025-01-01,15,1,17,9
2025-02-01,15,1,16,5
2025-03-01,15,1,20,9
2025-04-01,15,1,16,7
2025-05-01,15,1,8,2
2025-06-01,15,1,15,3
2025-07-01,15,1,11,6
2025-08-01,15,1,21,4
2025-09-01,15,1,22,7
2025-10-01,15,1,15,5
2025-11-01,15,1,17,6
2025-12-01,15,1,15,7
2026-01-01,15,1,28,6
2026-02-01,15,1,19,6
2026-03-01,15,1,16,5
2026-04-01,15,1,20,8
2026-05-01,15,1,15,8
2026-06-01,15,1,12,3
2022-01-01,16,1,22,9
2022-02-01,16,1,20,8
2022-03-01,16,1,16,4
2022-04-01,16,1,17,7
2022-05-01,16,1,17,6
2022-06-01,16,1,20,5
2022-07-01,16,1,20,8
2022-08-01,16,1,19,6
2022-09-01,16,1,13,2
2022-10-01,16,1,18,8
2022-11-01,16,1,13,4
2022-12-01,16,1,11,4
2023-01-01,16,1,21,8
2023-02-01,16,1,17,5
2023-03-01,16,1,25,10
2023-04-01,16,1,18,4
2023-05-01,16,1,16,4
2023-06-01,16,1,18,7
2023-07-01,16,1,18,7
2023-08-01,16,1,22,12
2023-09-01,16,1,16,7
2023-10-01,16,1,19,6
2023-11-01,16,1,21,7
2023-12-01,16,1,14,5
2024-01-01,16,1,17,5
2024-02-01,16,1,16,7
2024-03-01,16,1,24,10
2024-04-01,16,1,17,8
2024-05-01,16,1,19,9
2024-06-01,16,1,13,4
2024-07-01,16,1,16,3
2024-08-01,16,1,17,8
2024-09-01,16,1,17,6
2024-10-01,16,1,26,7
2024-11-01,16,1,15,6
2024-12-01,16,1,20,11
2025-01-01,16,1,21,6
2025-02-01,16,1,17,9
2025-03-01,16,1,21,10
2025-04-01,16,1,24,9
2025-05-01,16,1,20,6
2025-06-01,16,1,11,3
2025-07-01,16,1,27,10
2025-08-01,16,1,21,7
2025-09-01,16,1,11,8
2025-10-01,16,1,14,5
2025-11-01,16,1,20,9
2025-12-01,16,1,19,6
2026-01-01,16,1,37,15
2026-02-01,16,1,18,4
2026-03-01,16,1,20,3
2026-04-01,16,1,14,6
2026-05-01,16,1,23,5
2026-06-01,16,1,15,6
2022-01-01,17,1,20,8
2022-02-01,17,1,12,2
2022-03-01,17,1,15,7
2022-04-01,17,1,19,6
2022-05-01,17,1,15,6
2022-06-01,17,1,18,6
2022-07-01,17,1,22,8
2022-08-01,17,1,29,9
2022-09-01,17,1,21,5
2022-10-01,17,1,15,6
2022-11-01,17,1,19,6
2022-12-01,17,1,18,6
2023-01-01,17,1,22,7
2023-02-01,17,1,14,7
2023-03-01,17,1,26,11
2023-04-01,17,1,28,9
2023-05-01,17,1,18,8
2023-06-01,17,1,19,8
2023-07-01,17,1,20,8
2023-08-01,17,1,21,6
2023-09-01,17,1,17,11
2023-10-01,17,1,15,7
2023-11-01,17,1,19,5
2023-12-01,17,1,21,8
2024-01-01,17,1,12,3
2024-02-01,17,1,19,7
2024-03-01,17,1,18,4
2024-04-01,17,1,17,8
2024-05-01,17,1,17,7
2024-06-01,17,1,26,11
2024-07-01,17,1,19,9
2024-08-01,17,1,15,9
2024-09-01,17,1,25,7
2024-10-01,17,1,15,6
2024-11-01,17,1,16,7
2024-12-01,17,1,23,9
2025-01-01,17,1,20,6
2025-02-01,17,1,18,7
2025-03-01,17,1,30,15
2025-04-01,17,1,19,9
2025-05-01,17,1,24,9
2025-06-01,17,1,17,7
2025-07-01,17,1,21,10
2025-08-01,17,1,21,10
2025-09-01,17,1,18,10
2025-10-01,17,1,19,9
2025-11-01,17,1,19,6
2025-12-01,17,1,17,5
2026-01-01,17,1,16,7
2026-02-01,17,1,17,6
2026-03-01,17,1,18,7
2026-04-01,17,1,15,3
2026-05-01,17,1,19,12
2026-06-01,17,1,11,3
2022-01-01,18,1,21,6
2022-02-01,18,1,10,4
2022-03-01,18,1,15,7
2022-04-01,18,1,26,14
2022-05-01,18,1,22,7
2022-06-01,18,1,19,10
2022-07-01,18,1,9,3
2022-08-01,18,1,15,10
2022-09-01,18,1,16,6
2022-10-01,18,1,14,7
2022-11-01,18,1,21,9
2022-12-01,18,1,16,6
